"","AD_A_S33_L001_R1_001","AD_B_S34_L001_R1_001","AD_C_S35_L001_R1_001","AD_D_S36_L001_R1_001","AD_E_S37_L001_R1_001","AD_F_S38_L001_R1_001","AD_G_S39_L001_R1_001","AD_H_S40_L001_R1_001","AD_I_S41_L001_R1_001","AD_J_S42_L001_R1_001","AD_K_S43_L001_R1_001","AD_L_S44_L001_R1_001","AD_M_S45_L001_R1_001","AD_N_S46_L001_R1_001","AD_O_S47_L001_R1_001","AD_Q_S48_L001_R1_001","MMCI_A_S17_L001_R1_001","MMCI_B_S18_L001_R1_001","MMCI_C_S19_L001_R1_001","MMCI_D_S20_L001_R1_001","MMCI_E_S21_L001_R1_001","MMCI_F_S22_L001_R1_001","MMCI_G_S23_L001_R1_001","MMCI_H_S24_L001_R1_001","MMCI_I_S25_L001_R1_001","MMCI_J_S26_L001_R1_001","MMCI_K_S27_L001_R1_001","MMCI_L_S28_L001_R1_001","MMCI_M_S29_L001_R1_001","MMCI_N_S30_L001_R1_001","MMCI_O_S31_L001_R1_001","MMCI_P_S32_L001_R1_001","NCI_A_S1_L001_R1_001","NCI_B_S2_L001_R1_001","NCI_C_S3_L001_R1_001","NCI_D_S4_L001_R1_001","NCI_E_S5_L001_R1_001","NCI_F_S6_L001_R1_001","NCI_G__S7_L001_R1_001","NCI_H_S8_L001_R1_001","NCI_I_S9_L001_R1_001","NCI_J_S10_L001_R1_001","NCI_K_S11_L001_R1_001","NCI_L_S12_L001_R1_001","NCI_M_S13_L001_R1_001","NCI_N_S14_L001_R1_001","NCI_O_S15_L001_R1_001","NCI_P_S16_L001_R1_001"
"tRF-16-FK8SR9B",0,23.4,17.8,10.02,44.28,0,36.27,0,0,12.19,9.54,10.84,0,9.02,19.02,0,0,43.42,0,0,10.15,70.29,14.37,13.26,0,0,63.47,32.31,10.38,4.37,4.77,18.08,48.09,0,28.42,0,0,19.6,6.62,0,8.74,7.45,0,0,45.7,22.19,10.82,14.09
"tRF-16-FN5KYUB",5.43,0,0,10.02,22.14,0,0,0,0,0,0,0,0,0,9.51,0,40.91,0,0,15.57,10.15,0,14.37,0,0,0,0,0,5.19,0,4.77,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10.82,0
"tRF-16-FO8U7SB",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6.62,0,0,0,0,0,0,0,0,0
"tRF-16-FU8U76B",0,39,8.9,20.04,22.14,12.98,36.27,0,8.75,30.48,23.85,10.84,62.64,18.04,28.53,5.63,163.66,21.71,0,0,20.29,52.72,114.98,92.83,9.28,24.73,63.47,19.38,10.38,4.37,4.77,36.16,0,0,28.42,42.53,43.31,29.4,13.24,12.3,8.74,44.68,0,16.67,45.7,11.09,32.45,0
"tRF-16-FU8U7SB",0,15.6,0,20.04,0,6.49,7.25,0,8.75,0,14.31,0,0,0,0,5.63,0,10.85,0,15.57,0,5.86,0,13.26,0,0,15.87,0,0,0,0,0,0,15.39,0,0,0,29.4,6.62,12.3,0,0,0,0,0,22.19,0,14.09
"tRF-16-HK9FM0B",0,0,0,0,0,0,0,0,8.75,0,0,0,0,0,0,0,0,10.85,0,0,10.15,0,0,0,0,0,0,0,0,0,0,0,0,7.69,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"tRF-16-HRMF3RB",0,0,0,0,0,0,0,0,0,6.1,0,10.84,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9.8,0,0,0,7.45,0,16.67,0,0,0,0
"tRF-16-HRMFWRB",0,0,0,0,0,0,0,0,0,0,0,0,10.44,0,0,0,0,0,0,0,0,0,0,0,4.64,0,15.87,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"tRF-16-HSM87SB",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5.86,0,0,4.64,0,0,0,0,0,0,0,0,0,0,8.51,0,0,6.62,0,0,0,0,0,0,0,0,0
"tRF-16-IEWSNY0",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,13.14,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"tRF-16-IKYUY9B",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4.37,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"tRF-16-ILQ673B",16.28,0,44.51,20.04,11.07,6.49,7.25,0,0,6.1,0,21.68,0,0,0,0,0,0,13.14,0,0,0,0,0,4.64,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7.05
"tRF-16-IP4OI3B",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,20.46,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"tRF-16-IR6MF0B",0,0,0,0,11.07,0,0,0,0,0,0,0,0,0,9.51,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"tRF-16-IRJ9ZHB",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10.85,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"tRF-16-IRM1BVB",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10.85,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"tRF-16-JHHS19B",32.57,46.81,106.82,60.12,110.69,45.44,137.83,24.45,8.75,60.97,128.81,75.87,20.88,72.14,114.13,11.25,388.69,86.84,131.4,70.08,91.31,93.72,86.24,225.45,46.39,74.18,174.55,45.23,103.77,30.62,57.26,72.32,96.18,46.16,56.85,76.55,64.96,58.8,92.71,36.89,104.88,119.15,31.35,58.33,60.93,44.38,86.53,49.33
"tRF-16-JMRPFQB",16.28,39,0,10.02,22.14,12.98,7.25,0,26.25,12.19,0,21.68,41.76,18.04,0,16.88,143.2,10.85,26.28,7.79,10.15,0,28.75,39.79,4.64,12.36,63.47,0,0,21.87,19.09,0,96.18,7.69,47.37,17.01,21.65,9.8,13.24,24.6,26.22,22.34,39.19,25,30.47,11.09,32.45,0
"tRF-16-K53SW1B",0,0,0,0,0,12.98,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"tRF-16-K5J0W1B",0,0,17.8,0,11.07,0,0,6.11,0,0,0,0,0,0,9.51,0,0,10.85,0,0,0,0,0,0,0,0,0,0,5.19,0,4.77,0,0,15.39,18.95,0,0,0,0,0,0,0,7.84,8.33,0,0,0,14.09
"tRF-16-K5NSW1B",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,15.87,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"tRF-16-K7VZ0RB",0,0,0,10.02,0,6.49,0,0,0,0,0,0,10.44,9.02,9.51,0,0,10.85,26.28,0,0,5.86,0,13.26,0,0,15.87,0,0,4.37,9.54,0,48.09,0,0,0,0,19.6,0,0,0,0,0,0,0,0,0,0
"tRF-16-K7VZ41B",0,23.4,26.7,0,0,0,14.51,0,8.75,6.1,23.85,10.84,10.44,9.02,0,5.63,0,21.71,13.14,7.79,0,23.43,0,0,0,24.73,0,19.38,5.19,0,14.32,9.04,0,0,9.47,17.01,10.83,19.6,13.24,0,0,7.45,7.84,33.33,0,22.19,0,0
"tRF-16-K8KDP1B",0,15.6,0,20.04,22.14,12.98,0,6.11,8.75,0,4.77,32.52,0,18.04,19.02,0,0,0,26.28,0,10.15,11.71,0,0,4.64,0,0,32.31,0,8.75,0,27.12,0,23.08,28.42,8.51,0,9.8,0,0,8.74,14.89,23.51,8.33,15.23,11.09,32.45,0
"tRF-16-K8KKO1B",0,0,0,0,0,0,7.25,0,8.75,18.29,0,0,0,0,38.04,0,20.46,0,0,0,0,5.86,0,13.26,0,0,0,6.46,0,4.37,0,9.04,0,0,0,0,0,9.8,0,0,8.74,7.45,0,0,0,0,0,7.05
"tRF-16-K8M0W1B",0,0,0,0,0,0,0,0,0,0,0,10.84,0,0,0,0,0,0,0,0,0,0,0,13.26,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"tRF-16-K8QJP1B",5.43,39,26.7,120.24,33.21,0,58.03,24.45,166.27,24.39,14.31,10.84,0,27.05,9.51,11.25,20.46,65.13,26.28,7.79,20.29,64.43,43.12,0,32.47,12.36,126.95,58.15,77.83,26.25,42.95,63.28,96.18,15.39,104.22,51.04,75.79,68.6,19.87,24.6,96.14,74.47,39.19,25,0,33.28,10.82,49.33
"tRF-16-K91O7VB",0,0,0,0,0,0,0,0,0,0,4.77,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"tRF-16-KJWB61B",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7.45,0,0,0,0,0,0
"tRF-16-KQ3SW1B",5.43,23.4,0,10.02,22.14,6.49,14.51,18.33,43.75,24.39,14.31,10.84,20.88,0,9.51,11.25,0,21.71,26.28,31.14,30.44,5.86,43.12,0,4.64,0,0,38.77,10.38,17.5,9.54,27.12,0,46.16,28.42,8.51,43.31,9.8,33.11,36.89,26.22,22.34,0,58.33,60.93,0,64.9,21.14
"tRF-16-KS2P7SB",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4.77,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"tRF-16-KSLP76B",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7.79,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"tRF-16-KSLP7SB",0,0,0,0,0,0,0,6.11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9.28,0,0,0,0,4.37,0,0,0,0,0,0,0,0,0,12.3,0,7.45,0,0,0,0,0,0
"tRF-16-KV08K1B",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8.33,0,0,0,0
"tRF-16-KWEK3RB",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10.82,7.05
"tRF-16-KY8PQ1B",0,0,0,0,0,0,0,0,0,0,0,0,10.44,0,0,0,0,10.85,0,0,0,5.86,0,0,0,0,0,0,10.38,0,0,9.04,0,0,0,0,0,0,0,0,8.74,0,0,0,0,0,0,0
"tRF-16-L45SB1B",0,0,0,0,0,6.49,7.25,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5.86,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7.45,0,0,0,0,0,0
"tRF-16-L578Q1B",0,0,0,0,0,0,0,6.11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"tRF-16-L7P5QKB",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,18.95,0,0,0,0,0,0,0,0,0,0,0,0,0
"tRF-16-L7S5QKB",0,0,0,0,0,0,0,0,0,0,4.77,0,0,0,0,0,0,10.85,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9.8,0,0,0,0,0,0,0,0,0,0
"tRF-16-L8K87SB",10.86,23.4,17.8,20.04,11.07,38.95,14.51,6.11,35,0,9.54,21.68,10.44,36.07,9.51,16.88,0,86.84,39.42,0,10.15,17.57,28.75,13.26,13.92,0,0,32.31,15.57,4.37,4.77,36.16,24.05,15.39,18.95,17.01,32.48,58.8,13.24,0,69.92,52.13,15.68,58.33,15.23,44.38,54.08,14.09
"tRF-16-LB3KMBB",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6.46,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"tRF-16-LJR7DJB",0,0,0,0,0,0,0,0,8.75,0,0,0,0,0,0,0,0,0,0,0,10.15,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,15.23,0,0,0
"tRF-16-LK87R9B",0,0,0,0,0,0,0,0,0,0,0,0,0,0,9.51,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"tRF-16-LK8SR9B",0,0,0,0,11.07,0,0,0,0,0,0,10.84,0,0,0,0,0,0,0,0,0,5.86,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8.74,0,0,0,0,0,0,0
"tRF-16-LKKSR9B",0,7.8,8.9,0,0,6.49,0,0,8.75,0,4.77,0,0,9.02,9.51,5.63,0,21.71,0,0,0,11.71,14.37,13.26,4.64,12.36,15.87,0,10.38,8.75,0,45.2,0,0,0,0,10.83,19.6,6.62,12.3,0,0,0,0,15.23,0,10.82,0
"tRF-16-LKZ419B",0,0,8.9,0,33.21,12.98,14.51,0,17.5,0,4.77,0,0,0,0,0,20.46,32.56,13.14,0,0,11.71,0,13.26,4.64,0,31.74,19.38,0,0,0,9.04,24.05,0,9.47,0,0,0,6.62,12.3,0,14.89,0,0,0,0,0,0
"tRF-16-LNK88KB",0,15.6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9.04,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"tRF-16-LW67D8B",0,0,0,0,0,0,0,0,0,6.1,4.77,0,0,0,0,0,0,10.85,0,0,0,0,0,0,0,0,0,19.38,0,0,4.77,0,0,7.69,0,17.01,0,0,0,0,0,0,0,0,0,0,0,0
"tRF-16-LY7L73B",0,7.8,0,0,0,0,0,0,8.75,0,0,0,0,0,0,0,0,0,13.14,7.79,0,0,0,0,0,0,0,6.46,0,0,0,0,24.05,0,0,0,0,0,0,0,0,0,0,0,15.23,11.09,0,7.05
"tRF-16-LZ81PVB",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,14.37,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"tRF-16-MEJB5YB",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,40.91,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,17.01,0,0,0,0,0,0,0,0,0,0,0,0
"tRF-16-MI7O3BB",0,0,17.8,0,55.35,71.4,0,0,17.5,0,9.54,86.71,10.44,0,9.51,5.63,40.91,21.71,0,15.57,0,5.86,0,66.31,0,0,15.87,0,0,0,0,18.08,0,0,0,8.51,43.31,0,0,0,0,14.89,0,8.33,0,0,75.71,0
"tRF-16-MIF91SB",0,0,0,0,0,0,0,0,0,0,4.77,0,0,0,9.51,0,0,10.85,0,0,10.15,5.86,0,0,13.92,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"tRF-16-MK5XQ6B",0,7.8,0,0,0,0,7.25,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"tRF-16-MKQ4R9B",5.43,46.81,26.7,20.04,55.35,12.98,21.76,12.22,8.75,18.29,9.54,0,10.44,18.04,0,0,20.46,54.27,52.56,7.79,0,52.72,57.49,13.26,18.56,0,15.87,32.31,31.13,21.87,19.09,0,48.09,7.69,0,25.52,10.83,19.6,6.62,49.19,26.22,52.13,0,58.33,30.47,11.09,21.63,14.09
"tRF-16-MLHVHBB",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4.64,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"tRF-16-MP9P9MB",0,0,0,0,0,6.49,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4.77,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"tRF-16-MQ5JK80",0,0,0,0,0,0,0,0,0,0,0,0,0,0,9.51,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"tRF-16-N24YDR0",0,0,0,0,0,6.49,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,26.52,0,0,15.87,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,15.23,0,10.82,0
"tRF-16-NH99OMB",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5.86,0,13.26,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"tRF-16-NKMB01B",0,0,0,0,0,0,0,0,8.75,6.1,0,0,0,0,0,0,0,0,0,0,0,0,0,13.26,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"tRF-16-NLDIBZB",0,0,8.9,0,0,0,0,0,17.5,0,19.08,0,10.44,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"tRF-16-NO5RD8B",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8.74,0,0,0,0,0,0,0
"tRF-16-O2WHR90",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9.8,0,0,0,0,0,0,0,0,0,0
"tRF-16-OKZH99B",0,0,8.9,0,0,6.49,0,0,0,0,0,21.68,0,9.02,0,0,0,10.85,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,19.6,0,0,0,0,0,0,0,11.09,0,7.05
"tRF-16-OMJHHSB",5.43,0,0,0,0,0,0,0,8.75,0,0,10.84,0,0,0,0,0,0,0,0,0,0,0,26.52,0,0,0,0,0,0,9.54,0,0,7.69,0,0,0,0,0,0,0,0,7.84,0,0,0,0,0
"tRF-16-PSQP4PE",0,0,0,0,0,0,7.25,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,15.87,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"tRF-16-PZMI7OB",0,0,0,0,0,0,0,0,0,6.1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10.83,0,0,0,0,0,0,0,0,0,0,0
"tRF-16-Q01L7KB",0,0,0,0,0,0,7.25,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"tRF-16-Q01LQKB",5.43,0,17.8,20.04,0,6.49,0,0,17.5,6.1,0,32.52,10.44,0,19.02,5.63,20.46,0,13.14,0,20.29,5.86,28.75,39.79,0,24.73,31.74,6.46,5.19,8.75,4.77,18.08,24.05,7.69,9.47,0,0,9.8,6.62,24.6,0,14.89,15.68,0,0,33.28,43.26,21.14
"tRF-16-Q4NKKQB",0,15.6,0,0,0,0,0,6.11,8.75,0,0,0,0,9.02,0,0,0,0,0,7.79,0,17.57,0,0,0,12.36,0,0,10.38,0,0,9.04,0,0,0,0,0,9.8,0,0,0,0,0,0,0,0,0,0
"tRF-16-QE30YOB",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4.37,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"tRF-16-QFY8NNB",0,0,0,0,0,0,0,0,0,0,0,0,0,9.02,0,0,0,0,0,7.79,0,5.86,0,0,0,0,0,19.38,5.19,0,0,0,0,0,0,0,0,0,6.62,0,17.48,7.45,0,0,0,0,0,0
"tRF-16-QZRK7SB",0,7.8,0,0,0,0,0,0,0,0,0,0,10.44,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6.46,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8.33,0,11.09,10.82,0
"tRF-16-R29P4PE",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7.84,0,0,0,0,0
"tRF-16-R2Z4R90",0,0,0,10.02,11.07,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6.46,5.19,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11.09,0,0
"tRF-16-R3LU76B",0,15.6,8.9,0,11.07,6.49,14.51,0,8.75,6.1,0,10.84,10.44,0,9.51,0,0,0,0,15.57,0,5.86,43.12,13.26,0,12.36,0,0,5.19,0,0,0,24.05,0,9.47,0,21.65,9.8,0,0,8.74,0,0,0,30.47,0,32.45,14.09
"tRF-16-R3LU7SB",5.43,0,0,0,0,0,0,0,0,0,0,0,0,9.02,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"tRF-16-R95M3JB",0,0,0,0,0,0,14.51,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4.37,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"tRF-16-R95R3JB",0,31.2,8.9,10.02,11.07,6.49,14.51,0,17.5,6.1,19.08,10.84,31.32,0,9.51,0,0,10.85,13.14,38.93,10.15,23.43,0,13.26,9.28,0,0,6.46,25.94,13.12,23.86,9.04,24.05,15.39,0,17.01,0,0,19.87,0,8.74,7.45,7.84,0,30.47,0,0,14.09
"tRF-16-R95RKJB",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10.15,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"tRF-16-R9DR3JB",0,0,0,0,0,0,0,0,0,0,0,0,0,0,9.51,0,0,0,0,0,0,5.86,0,0,0,0,0,0,5.19,0,4.77,0,0,0,0,0,0,0,0,0,0,7.45,0,0,0,0,0,0
"tRF-16-R9O933B",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,13.26,0,0,0,6.46,5.19,0,0,0,0,0,0,8.51,21.65,0,0,0,0,0,0,0,0,0,0,0
"tRF-16-R9ODMJB",0,0,8.9,0,11.07,6.49,0,0,0,0,0,0,10.44,18.04,0,0,0,10.85,13.14,7.79,0,0,14.37,13.26,0,0,0,19.38,0,0,0,9.04,0,7.69,9.47,0,0,0,0,12.3,0,7.45,7.84,0,0,0,10.82,0
"tRF-16-RE987SB",1644.63,967.32,1700.17,2414.73,3929.64,3154.74,2285.04,1051.18,1120.11,1323,977.99,2330.32,1492.88,1442.87,2796.22,720.06,6525.92,2670.23,1997.32,1518.31,405.82,1692.75,2328.36,3978.57,649.49,1088.02,3284.72,1292.3,1291.98,984.32,1092.73,1401.26,1394.67,446.21,577.94,1165.32,2111.28,1695.35,417.19,1869.3,1625.65,1660.59,1575.47,550.01,2604.8,1997.03,3212.3,465.11
"tRF-16-RKM87SB",0,15.6,0,0,0,0,0,6.11,0,6.1,9.54,0,0,0,0,5.63,0,0,0,0,0,0,0,0,0,37.09,15.87,0,0,0,0,18.08,48.09,7.69,0,0,0,9.8,0,0,0,0,0,0,15.23,0,0,0
"tRF-16-RPM830D",0,0,8.9,0,0,0,0,0,0,6.1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6.46,0,0,0,0,0,0,0,0,0,0,6.62,12.3,0,0,0,0,0,0,0,0
"tRF-16-RSI2WBB",0,0,0,0,0,0,7.25,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"tRF-16-RVYJ9XB",0,0,0,0,0,12.98,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"tRF-16-S3M830E",0,7.8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6.46,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"tRF-16-SMKVNMB",0,0,8.9,0,0,6.49,7.25,0,8.75,0,0,0,0,0,0,5.63,0,0,13.14,7.79,0,0,14.37,0,0,0,15.87,0,0,0,4.77,0,0,0,18.95,0,21.65,0,0,0,0,0,0,8.33,0,0,0,0
"tRF-16-SSM87SB",0,0,0,10.02,0,0,0,0,0,0,0,0,0,0,0,5.63,0,0,0,0,10.15,0,0,0,4.64,0,0,19.38,5.19,8.75,0,0,0,15.39,0,0,0,0,0,0,8.74,0,7.84,8.33,0,22.19,0,7.05
"tRF-16-UKL6O9B",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5.19,0,0,9.04,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"tRF-16-UUK7VZB",5.43,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,14.37,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"tRF-16-V0J6OZB",0,23.4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6.46,0,0,0,0,0,0,0,8.51,0,0,0,0,0,0,0,0,0,0,0,0
"tRF-16-V3LY76B",5.43,15.6,17.8,0,0,0,0,0,0,0,4.77,0,0,0,0,0,0,0,13.14,0,0,0,0,0,27.84,12.36,15.87,0,0,0,0,0,0,0,0,0,0,9.8,0,0,0,0,15.68,8.33,0,33.28,0,0
"tRF-16-V3LY7SB",43.42,46.81,26.7,30.06,22.14,0,0,61.11,26.25,24.39,9.54,75.87,41.76,18.04,9.51,22.5,0,0,52.56,7.79,40.58,0,14.37,0,51.03,37.09,95.21,51.69,0,21.87,14.32,9.04,24.05,38.47,47.37,0,32.48,19.6,19.87,49.19,17.48,14.89,62.71,41.67,30.47,55.47,21.63,21.14
"tRF-16-V6M7QZB",0,0,0,10.02,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4.64,0,0,0,0,0,0,9.04,0,0,0,0,0,0,0,0,0,7.45,0,0,0,0,0,0
"tRF-16-W0K672B",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7.69,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"tRF-16-W0WS72B",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5.19,0,0,0,0,0,0,0,0,0,0,0,0,7.45,0,0,0,0,0,0
